name,category,subcategory,text_to_embed
Ba4SrCo,Metal,Non-Ferrous,Material Name: Ba4SrCo. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4SrCo. Density: 3.946 g/cm3. Notes: JVASP-64828.
Ba4YTe,Metal,Non-Ferrous,Material Name: Ba4YTe. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4YTe. Density: 4.631 g/cm3. Youngs Modulus: 2.987950138504155 GPa. Notes: JVASP-64630.
KNaLi2S2O8,Ceramic,Oxide,Material Name: KNaLi2S2O8. Category: Ceramic. Subcategory: Oxide. Formula: KNaLi2S2O8. Density: 2.479 g/cm3. Notes: JVASP-98194.
Li5Ti2Co5O12,Ceramic,Oxide,Material Name: Li5Ti2Co5O12. Category: Ceramic. Subcategory: Oxide. Formula: Li5Ti2Co5O12. Density: 4.845 g/cm3. Notes: JVASP-48172.
BeCo4Os,Metal,Non-Ferrous,Material Name: BeCo4Os. Category: Metal. Subcategory: Non-Ferrous. Formula: BeCo4Os. Density: 10.373 g/cm3. Notes: JVASP-64963.
CaAsH5O6,Ceramic,Oxide,Material Name: CaAsH5O6. Category: Ceramic. Subcategory: Oxide. Formula: CaAsH5O6. Density: 2.516 g/cm3. Notes: JVASP-49954.
Ba5Ga5Pb,Metal,Non-Ferrous,Material Name: Ba5Ga5Pb. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba5Ga5Pb. Density: 5.915 g/cm3. Notes: JVASP-98575.
Li2ZnGe,Metal,Non-Ferrous,Material Name: Li2ZnGe. Category: Metal. Subcategory: Non-Ferrous. Formula: Li2ZnGe. Density: 3.841 g/cm3. Notes: JVASP-86213.
Ba4BeHg,Metal,Non-Ferrous,Material Name: Ba4BeHg. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4BeHg. Density: 5.011 g/cm3. Notes: JVASP-64214.
Ba4CoMo,Metal,Non-Ferrous,Material Name: Ba4CoMo. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4CoMo. Density: 5.092 g/cm3. Notes: JVASP-64033.
Ba4InPd,Metal,Non-Ferrous,Material Name: Ba4InPd. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4InPd. Density: 5.381 g/cm3. Notes: JVASP-63943.
Ba2UFeO6,Ceramic,Oxide,Material Name: Ba2UFeO6. Category: Ceramic. Subcategory: Oxide. Formula: Ba2UFeO6. Density: 7.87 g/cm3. Notes: JVASP-107792.
BeCrPd,Metal,Non-Ferrous,Material Name: BeCrPd. Category: Metal. Subcategory: Non-Ferrous. Formula: BeCrPd. Density: 8.029 g/cm3. Youngs Modulus: 270.1157148424532 GPa. Notes: JVASP-65117.
BeVCu4,Metal,Non-Ferrous,Material Name: BeVCu4. Category: Metal. Subcategory: Non-Ferrous. Formula: BeVCu4. Density: 6.856 g/cm3. Notes: JVASP-65083.
La2Mn2Se2O3,Ceramic,Oxide,Material Name: La2Mn2Se2O3. Category: Ceramic. Subcategory: Oxide. Formula: La2Mn2Se2O3. Density: 6.123 g/cm3. Notes: JVASP-89907.
BeCuBi4,Metal,Non-Ferrous,Material Name: BeCuBi4. Category: Metal. Subcategory: Non-Ferrous. Formula: BeCuBi4. Density: 7.979 g/cm3. Notes: JVASP-64922.
CaH12I2O14,Ceramic,Oxide,Material Name: CaH12I2O14. Category: Ceramic. Subcategory: Oxide. Formula: CaH12I2O14. Density: 3.238 g/cm3. Notes: JVASP-98626.
Ba4YSb,Metal,Non-Ferrous,Material Name: Ba4YSb. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4YSb. Density: 4.773 g/cm3. Notes: JVASP-64561.
Ba4NbTe,Metal,Non-Ferrous,Material Name: Ba4NbTe. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4NbTe. Density: 5.137 g/cm3. Notes: JVASP-64763.
Ba4WBr,Metal,Non-Ferrous,Material Name: Ba4WBr. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4WBr. Density: 5.451 g/cm3. Notes: JVASP-63990.
Ta4BeTc,Metal,Non-Ferrous,Material Name: Ta4BeTc. Category: Metal. Subcategory: Non-Ferrous. Formula: Ta4BeTc. Density: 12.969 g/cm3. Notes: JVASP-65037.
BaScBr,Metal,Non-Ferrous,Material Name: BaScBr. Category: Metal. Subcategory: Non-Ferrous. Formula: BaScBr. Density: 3.136 g/cm3. Youngs Modulus: -222.2970936490851 GPa. Notes: JVASP-64119.
Li2Co3SnO8,Ceramic,Oxide,Material Name: Li2Co3SnO8. Category: Ceramic. Subcategory: Oxide. Formula: Li2Co3SnO8. Density: 5.138 g/cm3. Notes: JVASP-46857.
IBr,Unknown,,Material Name: IBr. Category: Unknown. Formula: IBr. Density: 4.645 g/cm3. Youngs Modulus: 19.04132038834952 GPa. Notes: JVASP-2029.
Ba4MgTa,Metal,Non-Ferrous,Material Name: Ba4MgTa. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4MgTa. Density: 5.029 g/cm3. Notes: JVASP-64347.
KSn2Se4,Metal,Non-Ferrous,Material Name: KSn2Se4. Category: Metal. Subcategory: Non-Ferrous. Formula: KSn2Se4. Density: 4.266 g/cm3. Notes: JVASP-97819.
CeCoGe3,Metal,Non-Ferrous,Material Name: CeCoGe3. Category: Metal. Subcategory: Non-Ferrous. Formula: CeCoGe3. Density: 7.563 g/cm3. Notes: JVASP-97688.
Ba4SnBr,Metal,Non-Ferrous,Material Name: Ba4SnBr. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4SnBr. Density: 4.927 g/cm3. Youngs Modulus: -6.477101516919487 GPa. Notes: JVASP-64289.
K2CuH8C4O12,Ceramic,Oxide,Material Name: K2CuH8C4O12. Category: Ceramic. Subcategory: Oxide. Formula: K2CuH8C4O12. Density: 2.253 g/cm3. Notes: JVASP-98842.
Ba4HfGe,Metal,Non-Ferrous,Material Name: Ba4HfGe. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4HfGe. Density: 5.54 g/cm3. Notes: JVASP-63945.
Ba4BiW,Metal,Non-Ferrous,Material Name: Ba4BiW. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4BiW. Density: 6.526 g/cm3. Notes: JVASP-64035.
LuNiGe2,Metal,Non-Ferrous,Material Name: LuNiGe2. Category: Metal. Subcategory: Non-Ferrous. Formula: LuNiGe2. Density: 9.181 g/cm3. Notes: JVASP-97512.
Ba4MgPb,Metal,Non-Ferrous,Material Name: Ba4MgPb. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4MgPb. Density: 4.867 g/cm3. Notes: JVASP-64215.
LiErP4O12,Ceramic,Oxide,Material Name: LiErP4O12. Category: Ceramic. Subcategory: Oxide. Formula: LiErP4O12. Density: 3.731 g/cm3. Notes: JVASP-98243.
PbI2,Metal,Non-Ferrous,Material Name: PbI2. Category: Metal. Subcategory: Non-Ferrous. Formula: PbI2. Density: 5.932 g/cm3. Youngs Modulus: 16.662053571428572 GPa. Notes: JVASP-161.
Ni23B6,Ceramic,Boride,Material Name: Ni23B6. Category: Ceramic. Subcategory: Boride. Formula: Ni23B6. Density: 8.336 g/cm3. Notes: JVASP-97351.
Ba4ZrTa,Metal,Non-Ferrous,Material Name: Ba4ZrTa. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4ZrTa. Density: 6.232 g/cm3. Notes: JVASP-63991.
Ba4HfSe,Metal,Non-Ferrous,Material Name: Ba4HfSe. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4HfSe. Density: 5.464 g/cm3. Youngs Modulus: 8.52127659574468 GPa. Notes: JVASP-64484.
BaSr2Ga,Metal,Non-Ferrous,Material Name: BaSr2Ga. Category: Metal. Subcategory: Non-Ferrous. Formula: BaSr2Ga. Density: 4.103 g/cm3. Notes: JVASP-64631.
BiB3O6,Ceramic,Oxide,Material Name: BiB3O6. Category: Ceramic. Subcategory: Oxide. Formula: BiB3O6. Density: 6.117 g/cm3. Notes: JVASP-97869.
Ba4MgSn,Metal,Non-Ferrous,Material Name: Ba4MgSn. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4MgSn. Density: 4.388 g/cm3. Youngs Modulus: 3.046803519061584 GPa. Notes: JVASP-64700.
Eu2PI,Ceramic,Mixed,Material Name: Eu2PI. Category: Ceramic. Subcategory: Mixed. Formula: Eu2PI. Density: 6.895 g/cm3. Youngs Modulus: 77.7373237358836 GPa. Notes: JVASP-86855.
HgO,Ceramic,Oxide,Material Name: HgO. Category: Ceramic. Subcategory: Oxide. Formula: HgO. Density: 10.462 g/cm3. Youngs Modulus: 39.69074471722629 GPa. Notes: JVASP-2133.
YMg7,Metal,Non-Ferrous,Material Name: YMg7. Category: Metal. Subcategory: Non-Ferrous. Formula: YMg7. Density: 2.173 g/cm3. Notes: JVASP-91705.
Ba4MgNi,Metal,Superalloy,Material Name: Ba4MgNi. Category: Metal. Subcategory: Superalloy. Formula: Ba4MgNi. Density: 4.149 g/cm3. Notes: JVASP-64120.
Ba4SrNi,Metal,Superalloy,Material Name: Ba4SrNi. Category: Metal. Subcategory: Superalloy. Formula: Ba4SrNi. Density: 3.417 g/cm3. Youngs Modulus: 73.59175692120475 GPa. Notes: JVASP-64564.
UCoO4,Ceramic,Oxide,Material Name: UCoO4. Category: Ceramic. Subcategory: Oxide. Formula: UCoO4. Density: 8.31 g/cm3. Notes: JVASP-89044.
Ba4NiW,Metal,Superalloy,Material Name: Ba4NiW. Category: Metal. Subcategory: Superalloy. Formula: Ba4NiW. Density: 5.295 g/cm3. Notes: JVASP-64764.
AgC2N3,Ceramic,Nitride,Material Name: AgC2N3. Category: Ceramic. Subcategory: Nitride. Formula: AgC2N3. Density: 3.391 g/cm3. Youngs Modulus: 17.95859351546082 GPa. Notes: JVASP-85471.
Be2ReSi,Ceramic,Mixed,Material Name: Be2ReSi. Category: Ceramic. Subcategory: Mixed. Formula: Be2ReSi. Density: 8.338 g/cm3. Notes: JVASP-65038.
CoH2SO5,Ceramic,Oxide,Material Name: CoH2SO5. Category: Ceramic. Subcategory: Oxide. Formula: CoH2SO5. Density: 3.272 g/cm3. Youngs Modulus: 81.07442046597387 GPa. Notes: JVASP-85671.
Mn3FeP4,Ceramic,Mixed,Material Name: Mn3FeP4. Category: Ceramic. Subcategory: Mixed. Formula: Mn3FeP4. Density: 5.979 g/cm3. Notes: JVASP-107750.
BeMo4Pd,Metal,Non-Ferrous,Material Name: BeMo4Pd. Category: Metal. Subcategory: Non-Ferrous. Formula: BeMo4Pd. Density: 8.594 g/cm3. Notes: JVASP-65118.
BeGe4Ir,Metal,Non-Ferrous,Material Name: BeGe4Ir. Category: Metal. Subcategory: Non-Ferrous. Formula: BeGe4Ir. Density: 7.62 g/cm3. Notes: JVASP-64964.
BaCaBi,Metal,Non-Ferrous,Material Name: BaCaBi. Category: Metal. Subcategory: Non-Ferrous. Formula: BaCaBi. Density: 4.824 g/cm3. Notes: JVASP-64351.
YBeCu4,Metal,Non-Ferrous,Material Name: YBeCu4. Category: Metal. Subcategory: Non-Ferrous. Formula: YBeCu4. Density: 6.739 g/cm3. Notes: JVASP-65085.
PuNi3,Metal,Non-Ferrous,Material Name: PuNi3. Category: Metal. Subcategory: Non-Ferrous. Formula: PuNi3. Density: 12.921 g/cm3. Notes: JVASP-85567.
Ba4MgGa,Metal,Non-Ferrous,Material Name: Ba4MgGa. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4MgGa. Density: 4.014 g/cm3. Youngs Modulus: 2.287370242214533 GPa. Notes: JVASP-64402.
GaBr2,Metal,Non-Ferrous,Material Name: GaBr2. Category: Metal. Subcategory: Non-Ferrous. Formula: GaBr2. Density: 4.071 g/cm3. Notes: JVASP-5509.
Li3VO3F2,Ceramic,Oxide,Material Name: Li3VO3F2. Category: Ceramic. Subcategory: Oxide. Formula: Li3VO3F2. Density: 2.625 g/cm3. Notes: JVASP-42812.
LiMn2P2O8,Ceramic,Oxide,Material Name: LiMn2P2O8. Category: Ceramic. Subcategory: Oxide. Formula: LiMn2P2O8. Density: 3.5 g/cm3. Notes: JVASP-42633.
Pr2Fe17,Metal,Ferrous,Material Name: Pr2Fe17. Category: Metal. Subcategory: Ferrous. Formula: Pr2Fe17. Density: 8.227 g/cm3. Notes: JVASP-87115.
Ba4CaCo,Metal,Non-Ferrous,Material Name: Ba4CaCo. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4CaCo. Density: 4.028 g/cm3. Notes: JVASP-64157.
Ba4SeCl,Ceramic,Mixed,Material Name: Ba4SeCl. Category: Ceramic. Subcategory: Mixed. Formula: Ba4SeCl. Density: 4.613 g/cm3. Notes: JVASP-64295.
BaLi4,Metal,Non-Ferrous,Material Name: BaLi4. Category: Metal. Subcategory: Non-Ferrous. Formula: BaLi4. Density: 1.891 g/cm3. Notes: JVASP-98010.
Li3CuF6,Ceramic,Mixed,Material Name: Li3CuF6. Category: Ceramic. Subcategory: Mixed. Formula: Li3CuF6. Density: 3.406 g/cm3. Notes: JVASP-50769.
Li2Fe5O5F7,Ceramic,Oxide,Material Name: Li2Fe5O5F7. Category: Ceramic. Subcategory: Oxide. Formula: Li2Fe5O5F7. Density: 4.326 g/cm3. Notes: JVASP-42547.
LuAg4,Metal,Non-Ferrous,Material Name: LuAg4. Category: Metal. Subcategory: Non-Ferrous. Formula: LuAg4. Density: 10.74 g/cm3. Notes: JVASP-86786.
TlZn2Sb2,Metal,Non-Ferrous,Material Name: TlZn2Sb2. Category: Metal. Subcategory: Non-Ferrous. Formula: TlZn2Sb2. Density: 7.095 g/cm3. Notes: JVASP-98373.
KBaCr,Metal,Non-Ferrous,Material Name: KBaCr. Category: Metal. Subcategory: Non-Ferrous. Formula: KBaCr. Density: 2.614 g/cm3. Youngs Modulus: -15.932804811372332 GPa. Notes: JVASP-64830.
KMg6Nb,Metal,Non-Ferrous,Material Name: KMg6Nb. Category: Metal. Subcategory: Non-Ferrous. Formula: KMg6Nb. Density: 2.354 g/cm3. Notes: JVASP-90450.
Cs2PdI6,Metal,Non-Ferrous,Material Name: Cs2PdI6. Category: Metal. Subcategory: Non-Ferrous. Formula: Cs2PdI6. Density: 5.208 g/cm3. Notes: JVASP-22650.
Ba4TiZn,Metal,Non-Ferrous,Material Name: Ba4TiZn. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4TiZn. Density: 4.385 g/cm3. Notes: JVASP-64703.
Y3RuI3,Metal,Non-Ferrous,Material Name: Y3RuI3. Category: Metal. Subcategory: Non-Ferrous. Formula: Y3RuI3. Density: 5.586 g/cm3. Notes: JVASP-88569.
Ba4NbSe,Metal,Non-Ferrous,Material Name: Ba4NbSe. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4NbSe. Density: 4.974 g/cm3. Youngs Modulus: 4.487384902143523 GPa. Notes: JVASP-64076.
Ba4ScRh,Metal,Non-Ferrous,Material Name: Ba4ScRh. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4ScRh. Density: 4.943 g/cm3. Notes: JVASP-64123.
Ba4YTa,Metal,Non-Ferrous,Material Name: Ba4YTa. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4YTa. Density: 5.497 g/cm3. Notes: JVASP-63949.
Ba4BeZn,Metal,Non-Ferrous,Material Name: Ba4BeZn. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4BeZn. Density: 4.083 g/cm3. Notes: JVASP-64216.
Mg3V6Fe4O24,Ceramic,Oxide,Material Name: Mg3V6Fe4O24. Category: Ceramic. Subcategory: Oxide. Formula: Mg3V6Fe4O24. Density: 3.746 g/cm3. Notes: JVASP-97595.
Ba4TlIn,Metal,Non-Ferrous,Material Name: Ba4TlIn. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4TlIn. Density: 5.535 g/cm3. Notes: JVASP-64490.
Ba4HfTe,Metal,Non-Ferrous,Material Name: Ba4HfTe. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4HfTe. Density: 5.618 g/cm3. Notes: JVASP-64633.
MnNiAs,Metal,Non-Ferrous,Material Name: MnNiAs. Category: Metal. Subcategory: Non-Ferrous. Formula: MnNiAs. Density: 7.718 g/cm3. Youngs Modulus: 120.45503139013454 GPa. Notes: JVASP-89981.
Ba2HfO4,Ceramic,Oxide,Material Name: Ba2HfO4. Category: Ceramic. Subcategory: Oxide. Formula: Ba2HfO4. Density: 7.247 g/cm3. Youngs Modulus: 164.93029128979418 GPa. Notes: JVASP-49782.
Si2Ag6O7,Ceramic,Oxide,Material Name: Si2Ag6O7. Category: Ceramic. Subcategory: Oxide. Formula: Si2Ag6O7. Density: 6.252 g/cm3. Notes: JVASP-97446.
NbFeF6,Ceramic,Mixed,Material Name: NbFeF6. Category: Ceramic. Subcategory: Mixed. Formula: NbFeF6. Density: 3.842 g/cm3. Youngs Modulus: 57.128250641574 GPa. Notes: JVASP-85931.
Sc4TaBe,Metal,Non-Ferrous,Material Name: Sc4TaBe. Category: Metal. Subcategory: Non-Ferrous. Formula: Sc4TaBe. Density: 5.019 g/cm3. Notes: JVASP-65119.
HfBeFe4,Metal,Ferrous,Material Name: HfBeFe4. Category: Metal. Subcategory: Ferrous. Formula: HfBeFe4. Density: 9.152 g/cm3. Youngs Modulus: 187.07883908866137 GPa. Notes: JVASP-64887.
MoCl3,Ceramic,Mixed,Material Name: MoCl3. Category: Ceramic. Subcategory: Mixed. Formula: MoCl3. Density: 3.766 g/cm3. Youngs Modulus: 55.23870330181367 GPa. Notes: JVASP-86106.
LuSi2Cu2,Ceramic,Mixed,Material Name: LuSi2Cu2. Category: Ceramic. Subcategory: Mixed. Formula: LuSi2Cu2. Density: 7.682 g/cm3. Notes: JVASP-86510.
Li2Te,Metal,Non-Ferrous,Material Name: Li2Te. Category: Metal. Subcategory: Non-Ferrous. Formula: Li2Te. Density: 3.457 g/cm3. Youngs Modulus: 47.43197458552566 GPa. Notes: JVASP-1399.
MgBe2Br,Metal,Non-Ferrous,Material Name: MgBe2Br. Category: Metal. Subcategory: Non-Ferrous. Formula: MgBe2Br. Density: 2.887 g/cm3. Notes: JVASP-64923.
HoSnAu,Metal,Non-Ferrous,Material Name: HoSnAu. Category: Metal. Subcategory: Non-Ferrous. Formula: HoSnAu. Density: 11.335 g/cm3. Notes: JVASP-86162.
Na2Nb4O11,Ceramic,Oxide,Material Name: Na2Nb4O11. Category: Ceramic. Subcategory: Oxide. Formula: Na2Nb4O11. Density: 4.64 g/cm3. Notes: JVASP-97397.
Ba4MgTl,Metal,Non-Ferrous,Material Name: Ba4MgTl. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4MgTl. Density: 4.753 g/cm3. Notes: JVASP-64352.
Ba4TlGa,Metal,Non-Ferrous,Material Name: Ba4TlGa. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4TlGa. Density: 5.345 g/cm3. Notes: JVASP-64835.
LiY3WO8,Ceramic,Oxide,Material Name: LiY3WO8. Category: Ceramic. Subcategory: Oxide. Formula: LiY3WO8. Density: 5.004 g/cm3. Notes: JVASP-48660.
Be2VMo,Metal,Non-Ferrous,Material Name: Be2VMo. Category: Metal. Subcategory: Non-Ferrous. Formula: Be2VMo. Density: 5.567 g/cm3. Notes: JVASP-65087.
BeNb4Pd,Metal,Non-Ferrous,Material Name: BeNb4Pd. Category: Metal. Subcategory: Non-Ferrous. Formula: BeNb4Pd. Density: 7.549 g/cm3. Notes: JVASP-64965.
ClF3,Ceramic,Non-Oxide,Material Name: ClF3. Category: Ceramic. Subcategory: Non-Oxide. Formula: ClF3. Density: 2.649 g/cm3. Youngs Modulus: 12.5954165150964 GPa. Notes: JVASP-22588.
Ba2TlCr,Metal,Non-Ferrous,Material Name: Ba2TlCr. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba2TlCr. Density: 5.969 g/cm3. Notes: JVASP-64217.
MoCl3O,Ceramic,Oxide,Material Name: MoCl3O. Category: Ceramic. Subcategory: Oxide. Formula: MoCl3O. Density: 3.171 g/cm3. Youngs Modulus: 21.341755684822843 GPa. Notes: JVASP-32220.
Ba4MnSn,Metal,Non-Ferrous,Material Name: Ba4MnSn. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4MnSn. Density: 4.993 g/cm3. Notes: JVASP-64077.
Ba4CdPb,Metal,Non-Ferrous,Material Name: Ba4CdPb. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4CdPb. Density: 5.563 g/cm3. Notes: JVASP-64159.
Ba4MnGe,Metal,Non-Ferrous,Material Name: Ba4MnGe. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4MnGe. Density: 4.619 g/cm3. Notes: JVASP-63950.
Ba4TlSi,Ceramic,Mixed,Material Name: Ba4TlSi. Category: Ceramic. Subcategory: Mixed. Formula: Ba4TlSi. Density: 5.315 g/cm3. Notes: JVASP-64124.
Na2Si2O5,Ceramic,Oxide,Material Name: Na2Si2O5. Category: Ceramic. Subcategory: Oxide. Formula: Na2Si2O5. Density: 2.576 g/cm3. Notes: JVASP-97820.
B5Mo2,Ceramic,Boride,Material Name: B5Mo2. Category: Ceramic. Subcategory: Boride. Formula: B5Mo2. Density: 6.901 g/cm3. Notes: JVASP-86980.
BeCu4Pt,Metal,Non-Ferrous,Material Name: BeCu4Pt. Category: Metal. Subcategory: Non-Ferrous. Formula: BeCu4Pt. Density: 10.069 g/cm3. Youngs Modulus: 94.5221116600178 GPa. Notes: JVASP-64998.
InH7N2OF4,Ceramic,Oxide,Material Name: InH7N2OF4. Category: Ceramic. Subcategory: Oxide. Formula: InH7N2OF4. Density: 2.974 g/cm3. Notes: JVASP-97936.
Ba4InGe,Metal,Non-Ferrous,Material Name: Ba4InGe. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4InGe. Density: 4.973 g/cm3. Notes: JVASP-64491.
Ba4CrSb,Metal,Non-Ferrous,Material Name: Ba4CrSb. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4CrSb. Density: 4.686 g/cm3. Notes: JVASP-64635.
BaNaMg,Metal,Non-Ferrous,Material Name: BaNaMg. Category: Metal. Subcategory: Non-Ferrous. Formula: BaNaMg. Density: 2.055 g/cm3. Youngs Modulus: -29.091733604473824 GPa. Notes: JVASP-64767.
BaCaTe,Metal,Non-Ferrous,Material Name: BaCaTe. Category: Metal. Subcategory: Non-Ferrous. Formula: BaCaTe. Density: 3.594 g/cm3. Notes: JVASP-63992.
KBaCl,Ceramic,Mixed,Material Name: KBaCl. Category: Ceramic. Subcategory: Mixed. Formula: KBaCl. Density: 2.263 g/cm3. Youngs Modulus: 380.43089700996666 GPa. Notes: JVASP-64565.
Sr5In3,Metal,Non-Ferrous,Material Name: Sr5In3. Category: Metal. Subcategory: Non-Ferrous. Formula: Sr5In3. Density: 4.201 g/cm3. Notes: JVASP-86909.
KCeGeSe4,Metal,Non-Ferrous,Material Name: KCeGeSe4. Category: Metal. Subcategory: Non-Ferrous. Formula: KCeGeSe4. Density: 4.553 g/cm3. Notes: JVASP-98011.
BaCaY,Metal,Non-Ferrous,Material Name: BaCaY. Category: Metal. Subcategory: Non-Ferrous. Formula: BaCaY. Density: 3.304 g/cm3. Youngs Modulus: 3.904238200823567 GPa. Notes: JVASP-64036.
Nd3SeBrN2,Ceramic,Nitride,Material Name: Nd3SeBrN2. Category: Ceramic. Subcategory: Nitride. Formula: Nd3SeBrN2. Density: 5.966 g/cm3. Notes: JVASP-98577.
Li3Nd3W2O12,Ceramic,Oxide,Material Name: Li3Nd3W2O12. Category: Ceramic. Subcategory: Oxide. Formula: Li3Nd3W2O12. Density: 6.837 g/cm3. Notes: JVASP-97639.
SbSBr3F6,Unknown,,Material Name: SbSBr3F6. Category: Unknown. Formula: SbSBr3F6. Density: 3.71 g/cm3. Notes: JVASP-98245.
UH12N2O14,Unknown,,Material Name: UH12N2O14. Category: Unknown. Formula: UH12N2O14. Density: 2.981 g/cm3. Notes: JVASP-97762.
Na2Si3H2O8,Ceramic,Oxide,Material Name: Na2Si3H2O8. Category: Ceramic. Subcategory: Oxide. Formula: Na2Si3H2O8. Density: 2.347 g/cm3. Notes: JVASP-98627.
UTe3,Unknown,,Material Name: UTe3. Category: Unknown. Formula: UTe3. Density: 7.938 g/cm3. Notes: JVASP-87051.
USe3,Unknown,,Material Name: USe3. Category: Unknown. Formula: USe3. Density: 7.702 g/cm3. Notes: JVASP-91999.
Sc4TiBe,Metal,Non-Ferrous,Material Name: Sc4TiBe. Category: Metal. Subcategory: Non-Ferrous. Formula: Sc4TiBe. Density: 3.114 g/cm3. Notes: JVASP-65120.
NdAl3,Metal,Non-Ferrous,Material Name: NdAl3. Category: Metal. Subcategory: Non-Ferrous. Formula: NdAl3. Density: 4.363 g/cm3. Notes: JVASP-91946.
TmNiC2,Ceramic,Carbide,Material Name: TmNiC2. Category: Ceramic. Subcategory: Carbide. Formula: TmNiC2. Density: 8.889 g/cm3. Youngs Modulus: 257.3484375 GPa. Notes: JVASP-15304.
K2MnSnSe4,Metal,Non-Ferrous,Material Name: K2MnSnSe4. Category: Metal. Subcategory: Non-Ferrous. Formula: K2MnSnSe4. Density: 4.037 g/cm3. Notes: JVASP-98305.
MgZn3S4,Ceramic,Mixed,Material Name: MgZn3S4. Category: Ceramic. Subcategory: Mixed. Formula: MgZn3S4. Density: 3.49 g/cm3. Notes: JVASP-107751.
Ba4TlCo,Metal,Non-Ferrous,Material Name: Ba4TlCo. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4TlCo. Density: 5.501 g/cm3. Notes: JVASP-64837.
Li4Cr2P4H3O16,Ceramic,Oxide,Material Name: Li4Cr2P4H3O16. Category: Ceramic. Subcategory: Oxide. Formula: Li4Cr2P4H3O16. Density: 2.911 g/cm3. Notes: JVASP-43020.
AlPt2,Metal,Non-Ferrous,Material Name: AlPt2. Category: Metal. Subcategory: Non-Ferrous. Formula: AlPt2. Density: 15.382 g/cm3. Notes: JVASP-98460.
SrIn,Metal,Non-Ferrous,Material Name: SrIn. Category: Metal. Subcategory: Non-Ferrous. Formula: SrIn. Density: 4.916 g/cm3. Notes: JVASP-98846.
Y6Fe16O,Ceramic,Oxide,Material Name: Y6Fe16O. Category: Ceramic. Subcategory: Oxide. Formula: Y6Fe16O. Density: 7.278 g/cm3. Notes: JVASP-98512.
Ca2RuO4,Ceramic,Oxide,Material Name: Ca2RuO4. Category: Ceramic. Subcategory: Oxide. Formula: Ca2RuO4. Density: 4.58 g/cm3. Notes: JVASP-97689.
Ba4VSb,Metal,Non-Ferrous,Material Name: Ba4VSb. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4VSb. Density: 5.017 g/cm3. Notes: JVASP-64125.
KBa4Os,Metal,Non-Ferrous,Material Name: KBa4Os. Category: Metal. Subcategory: Non-Ferrous. Formula: KBa4Os. Density: 5.264 g/cm3. Notes: JVASP-64769.
Ba4CoHg,Metal,Non-Ferrous,Material Name: Ba4CoHg. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4CoHg. Density: 5.741 g/cm3. Notes: JVASP-63951.
LiBeFe4,Metal,Ferrous,Material Name: LiBeFe4. Category: Metal. Subcategory: Ferrous. Formula: LiBeFe4. Density: 5.654 g/cm3. Notes: JVASP-64966.
Ba4ScHg,Metal,Non-Ferrous,Material Name: Ba4ScHg. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4ScHg. Density: 4.962 g/cm3. Notes: JVASP-64219.
Li3In2P3O12,Ceramic,Oxide,Material Name: Li3In2P3O12. Category: Ceramic. Subcategory: Oxide. Formula: Li3In2P3O12. Density: 3.765 g/cm3. Notes: JVASP-98195.
K2TcI6,Metal,Non-Ferrous,Material Name: K2TcI6. Category: Metal. Subcategory: Non-Ferrous. Formula: K2TcI6. Density: 4.513 g/cm3. Notes: JVASP-85286.
